Gene_ID	Control_1	Control_2	Control_3	Control_4	PDX_1	PDX_2	PDX_3	PDX_4
ENSMUSG00000013611	0.0	0.000000	0.0	0.0	0.0	0.000000	0.0	0.0
ENSMUSG00000013622	12.504543	17.234320	15.635035	21.182678	20.091589	18.648291	19.602427	13.830482
ENSMUSG00000013629	1.810548	1.897014	1.984276	1.231897	1.602537	1.272512	1.413498	1.492410
ENSMUSG00000013643	0.0	0.0	0.0	0.000000	0.000000	0.0	0.0	0.0
ENSMUSG00000013646	4.413296	5.087227	4.864438	4.930110	3.826962	4.149569	4.325572	4.963930
ENSMUSG00000013653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000013662	18.261547	21.240524	20.260963	18.673750	16.724411	18.130560	18.839869	19.343390
ENSMUSG00000013663	9.538844	9.620514	8.530042	9.140904	6.034839	6.653274	6.034989	6.505064
ENSMUSG00000013668	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000013698	13.942839	13.146887	12.818915	12.674063	8.187155	10.144061	11.430145	9.170167
ENSMUSG00000013701	52.642059	56.378052	58.355595	58.891476	52.289661	58.584324	51.311890	59.476669
ENSMUSG00000013707	0.144726	0.144995	0.213732	0.343381	0.820428	0.592051	0.750114	0.112663
ENSMUSG00000013736	7.587340	8.635365	8.901720	9.417037	8.417725	8.427962	10.133142	8.996350
ENSMUSG00000013766	0.000000	0.000000	0.0	0.0	0.000000	0.0	0.0	0.000000
ENSMUSG00000013787	6.354096	8.288404	7.451825	9.625655	12.906373	8.409782	7.979585	12.101968
ENSMUSG00000013822	11.985086	13.813749	11.466556	12.984379	11.598805	12.222020	12.834965	13.514777
ENSMUSG00000013833	4.630893	5.411289	4.807723	5.445917	4.918197	5.111845	6.054530	5.424139
ENSMUSG00000013846	5.453961	5.573569	4.881306	4.482187	4.089091	3.114607	3.919302	2.395382
ENSMUSG00000013858	16.835779	19.060698	17.618795	18.633701	18.283237	17.788578	18.148026	21.350937
ENSMUSG00000013878	7.648283	6.944087	8.284308	8.408115	6.635029	7.286201	7.145859	7.850305
ENSMUSG00000013921	2.002388	1.212803	1.459382	1.109473	0.910539	1.185201	1.163398	0.732238
ENSMUSG00000013928	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000013936	229.281281	287.002808	201.057495	218.268082	180.339981	230.790894	183.394943	281.354340
ENSMUSG00000013973	8.755423	8.425184	8.506063	9.749453	10.387844	8.776916	7.064172	8.193643
ENSMUSG00000013974	0.000000	0.0	0.0	0.053188	0.0	0.0	0.000000	0.0
ENSMUSG00000013997	8.453255	9.705919	8.778349	8.748813	10.434559	9.100733	11.108343	9.103343
ENSMUSG00000014030	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000014039	1.593048	1.953469	1.729426	1.771311	1.560412	1.274461	1.361685	1.786458
ENSMUSG00000014074	2.981270	3.270051	3.090760	3.732540	3.269494	3.433700	3.290912	2.963909
ENSMUSG00000014075	2.534980	3.167887	3.307027	3.446187	3.202613	3.735537	3.197940	4.013841
ENSMUSG00000014077	15.978293	16.670502	14.744281	17.240330	15.445854	14.904119	15.968918	13.316513
ENSMUSG00000014104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000014158	0.781965	0.437865	0.342637	0.461003	0.637443	0.397626	0.624389	0.421340
ENSMUSG00000014164	0.188061	0.316620	0.286082	0.220687	0.295346	0.186719	0.482884	0.325506
ENSMUSG00000014177	3.274153	2.958124	2.402207	3.272879	2.536631	2.779909	3.036899	2.678226
ENSMUSG00000014195	30.851549	31.471222	30.366394	34.757843	27.994997	30.485350	30.167528	33.738190
ENSMUSG00000014198	0.029722	0.249793	0.000000	0.000000	0.000000	0.150781	0.000000	0.000000
ENSMUSG00000014226	17.024233	18.703671	18.528292	19.537531	16.986977	19.141573	20.701651	22.304163
ENSMUSG00000014232	3.105687	2.965310	3.321626	3.259815	3.282581	3.456179	2.459141	2.937026
ENSMUSG00000014243	8.275620	8.888618	9.109446	8.098896	10.211643	11.981236	10.190179	11.191086
ENSMUSG00000014245	1.200468	1.332373	0.962777	1.069736	1.255171	0.883489	1.846514	1.182733
ENSMUSG00000014294	67.183655	82.419235	72.300728	74.916473	80.736862	80.973785	81.771759	85.596657
ENSMUSG00000014301	18.972040	16.470354	19.402016	17.794979	20.446115	20.406931	19.439253	21.386303
ENSMUSG00000014303	1.752646	1.399947	2.074800	1.763519	0.884079	0.799413	1.105010	0.707908
ENSMUSG00000014313	223.479065	298.075592	245.793549	265.248627	273.578308	295.234802	272.717743	258.287689
ENSMUSG00000014329	3.944921	2.754803	3.623175	3.201121	2.870362	2.036169	3.387345	2.000576
ENSMUSG00000014349	5.547510	5.890680	5.695032	6.421904	5.015083	4.925165	5.358452	5.169091
ENSMUSG00000014351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000014353	8.605833	8.685750	8.158742	8.369253	8.046407	4.829561	8.380280	6.981978
ENSMUSG00000014355	6.725824	7.547786	7.029263	7.638855	6.476869	6.607799	5.896446	6.128139
ENSMUSG00000014361	1.372651	1.148668	0.793759	0.946839	0.637165	0.661542	0.655420	0.448377
ENSMUSG00000014402	13.896070	13.793119	16.688368	14.912486	14.557937	18.769951	17.027712	17.577862
ENSMUSG00000014418	4.372993	4.225831	4.091609	5.030737	3.960531	4.427833	3.624335	3.783556
ENSMUSG00000014426	6.772557	8.463816	8.181931	7.687676	6.290028	7.229496	7.021376	7.620118
ENSMUSG00000014444	3.956195	4.370713	3.841320	5.129957	12.864657	2.887025	9.466943	3.907591
ENSMUSG00000014453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000014470	7.028133	9.090348	8.493711	7.890667	8.311810	8.452201	9.006507	8.279516
ENSMUSG00000014496	14.388734	14.653987	14.953965	15.378407	15.798297	15.403551	16.798512	14.173316
ENSMUSG00000014498	13.657639	16.063179	14.935301	14.756937	11.429894	10.688809	9.801128	9.970367
ENSMUSG00000014503	1.120067	1.362898	1.225742	1.219496	1.109877	1.324776	0.706575	1.179456
ENSMUSG00000014504	15.531105	13.624466	15.648273	13.950923	14.286355	21.689314	17.333576	16.494951
ENSMUSG00000014529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000014542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000014543	0.0	0.000000	0.133707	0.199517	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000014547	3.090336	2.515312	2.804298	2.767960	2.786504	2.475763	2.726422	2.935076
ENSMUSG00000014550	3.710929	3.398988	3.555443	3.548306	3.640312	3.217302	3.473433	3.252761
ENSMUSG00000014551	5.795823	5.196510	5.369347	4.925371	4.855977	5.502362	5.770133	3.873648
ENSMUSG00000014554	5.855474	5.416784	5.744117	6.433050	5.478796	6.614296	6.252899	3.875593
ENSMUSG00000014592	7.388443	5.980524	6.531565	4.922531	5.231490	4.812281	6.643465	5.897600
ENSMUSG00000014599	2.938786	3.558877	3.751506	4.202601	4.123384	2.672315	3.952312	1.892682
ENSMUSG00000014601	5.313103	5.975828	6.531773	5.837752	4.936216	6.229918	5.504600	6.238752
ENSMUSG00000014602	0.558634	0.344200	0.628471	0.287159	0.204504	0.329880	0.168458	0.247526
ENSMUSG00000014603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000014606	98.098305	116.758835	105.462738	99.999779	91.609718	114.676407	106.355118	106.764336
ENSMUSG00000014609	6.734404	7.308383	6.632663	6.240635	5.905684	7.563361	7.045188	6.765476
ENSMUSG00000014633	4.991443	8.013624	6.713188	8.870625	5.553590	6.400779	5.657433	6.094570
ENSMUSG00000014668	7.295159	6.743079	6.732940	6.936219	5.872779	6.027739	6.610983	5.734781
ENSMUSG00000014686	0.045508	0.000000	0.0	0.000000	0.0	0.000000	0.038773	0.037181
ENSMUSG00000014704	0.080888	0.224560	0.481542	0.454625	0.189661	0.283809	0.329405	0.317361
ENSMUSG00000014725	0.000000	0.000000	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000014747	0.074809	0.000000	0.000000	0.000000	0.000000	0.101192	0.000000	0.000000
ENSMUSG00000014748	9.679045	10.058634	10.268524	10.450940	10.053874	10.207708	9.832731	8.361253
ENSMUSG00000014763	3.371321	3.993255	3.843903	3.694802	4.371348	4.060825	4.055559	3.724631
ENSMUSG00000014767	1.193962	1.188982	1.293306	1.244064	1.697455	1.724241	1.269530	1.456962
ENSMUSG00000014769	34.683857	35.962524	37.665657	35.782768	47.111427	38.859505	42.263256	45.206059
ENSMUSG00000014771	1.379024	3.268296	1.942734	2.505492	1.274585	2.824459	2.173537	1.960770
ENSMUSG00000014773	1.146742	2.058238	1.744542	1.534711	1.342255	1.222642	1.619596	1.738417
ENSMUSG00000014776	12.113093	12.944521	12.346811	13.049354	18.137215	13.897181	16.025724	16.009632
ENSMUSG00000014778	7.434219	7.351850	7.533829	8.370326	7.869857	7.739210	9.961725	8.112608
ENSMUSG00000014782	0.017034	0.032113	0.0	0.0	0.000000	0.000000	0.019080	0.000000
ENSMUSG00000014786	0.243442	0.434158	0.303982	0.383882	0.330484	0.563358	0.593569	0.388662
ENSMUSG00000014791	0.952154	0.878289	0.625973	0.635788	0.882672	1.071920	1.373326	0.692026
ENSMUSG00000014813	0.372183	0.301152	0.297747	0.221461	0.221657	0.336739	0.206167	0.243477
ENSMUSG00000014837	0.455282	0.473769	0.365706	0.447035	0.412350	0.476209	0.586740	0.549790
ENSMUSG00000014846	20.036514	24.317179	23.915981	21.031855	15.210245	13.448923	11.121181	12.857195
ENSMUSG00000014850	5.285770	5.817949	6.031666	4.408727	4.826477	5.615827	4.988360	6.092034
ENSMUSG00000014852	0.011477	0.002588	0.006562	0.003798	0.009833	0.007442	0.029851	0.005500
ENSMUSG00000014856	5.754916	6.449332	7.558088	7.145000	7.735489	5.764959	7.129675	7.785288
ENSMUSG00000014859	7.807113	11.281939	9.119784	10.471931	9.792351	10.548429	10.226398	9.281636
ENSMUSG00000014867	23.538713	23.116695	25.239397	26.288954	23.704933	22.775898	24.808245	23.301788
ENSMUSG00000014873	4.291510	5.059193	4.330885	4.599684	4.436174	6.440405	4.867949	2.904401
ENSMUSG00000014905	15.194282	13.873053	17.246799	14.299512	13.894534	14.287948	16.143982	16.035347
ENSMUSG00000014907	2.154811	2.272805	2.742082	2.256877	2.717800	2.402392	2.598198	2.727922
ENSMUSG00000014932	3.240541	3.428261	3.706102	4.351888	2.704473	3.588731	3.707350	4.211222
ENSMUSG00000014956	69.450554	72.992722	73.012459	72.755821	73.468742	73.360535	74.818222	71.966400
ENSMUSG00000014959	24.957048	25.822222	25.991671	23.414404	23.086445	25.851351	25.858131	24.470331
ENSMUSG00000014980	6.089945	5.059222	5.331906	6.708922	5.003014	5.671863	5.301064	4.013558
ENSMUSG00000015001	0.0	0.0	0.0	0.044400	0.000000	0.0	0.0	0.0
ENSMUSG00000015002	10.158323	11.086328	11.056557	10.181191	9.525223	9.412806	9.551009	8.383539
ENSMUSG00000015013	4.816207	5.437786	6.253485	4.480570	5.894006	5.249294	7.580238	4.681901
ENSMUSG00000015016	4.361744	5.218431	4.133885	4.297761	5.567533	4.595697	4.078516	4.048289
ENSMUSG00000015023	6.679061	6.971467	8.650547	7.240134	7.143794	8.254686	8.149430	7.441774
ENSMUSG00000015027	0.418008	0.345488	0.448066	0.557700	0.531133	0.415247	0.467544	0.334375
ENSMUSG00000015053	1.074568	1.418845	1.787281	1.630574	1.038153	1.102282	1.455389	1.071132
ENSMUSG00000015083	0.797580	0.856854	0.683964	0.536276	0.480666	0.591672	0.540725	0.624278
ENSMUSG00000015085	2.536266	1.903303	1.892694	1.802642	2.094432	1.047160	2.095532	1.497268
ENSMUSG00000015087	22.017645	25.679638	27.842522	27.289928	21.222025	27.791071	23.028780	26.969662
ENSMUSG00000015090	0.000000	0.0	0.000000	0.000000	0.000000	0.0	0.000000	0.000000
ENSMUSG00000015092	47.527973	50.716156	50.389641	51.862926	54.790882	57.153976	58.517181	52.410473
ENSMUSG00000015093	0.367189	0.174692	0.000000	0.000000	0.000000	0.238393	0.000000	0.276449
ENSMUSG00000015094	5.154930	6.173275	5.139603	7.095704	4.551917	5.932405	6.517760	4.795820
ENSMUSG00000015095	17.213564	18.558828	19.412727	19.419994	19.917713	20.979059	18.293798	19.609907
ENSMUSG00000015112	0.250549	0.427728	0.215026	0.344259	0.266911	0.327796	0.345117	0.210241
ENSMUSG00000015120	18.146471	18.168352	18.047606	20.621819	15.813111	19.760475	17.205399	17.790796
ENSMUSG00000015126	5.659616	5.312515	5.459139	5.177109	6.690565	6.757671	5.506245	5.411811
ENSMUSG00000015127	1.750937	1.285323	0.812432	1.369264	0.805517	1.435624	0.972218	1.012120
ENSMUSG00000015133	1.286047	1.179749	0.989800	1.069052	0.805599	0.699312	1.143846	0.619106
ENSMUSG00000015134	0.480788	0.459367	0.825513	0.731541	0.367308	0.267468	0.451936	0.114207
ENSMUSG00000015143	4.873954	3.882059	4.219593	4.221158	4.855790	3.140789	6.797773	4.367194
ENSMUSG00000015149	27.753555	29.837994	28.772135	29.403826	32.060593	31.412844	32.413506	31.521053
ENSMUSG00000015165	30.484886	34.714878	34.148277	32.618496	32.087631	38.146488	38.666153	33.123325
ENSMUSG00000015176	5.860396	8.227153	7.161500	7.700768	5.604560	6.614108	6.453619	5.935793
ENSMUSG00000015189	6.388182	7.446494	7.278878	7.055845	6.559985	6.496170	6.420823	5.003582
ENSMUSG00000015202	2.143914	1.028901	1.078996	0.760692	1.393496	1.179174	1.153149	1.918390
ENSMUSG00000015214	9.217780	9.394446	10.300430	12.639334	9.643456	11.509979	10.254374	10.982934
ENSMUSG00000015217	3.049709	3.198097	3.057667	2.126763	3.403120	1.547373	1.949232	2.309307
ENSMUSG00000015222	0.428695	0.349181	0.388097	0.401777	0.240728	0.193806	0.221684	0.140102
ENSMUSG00000015224	0.536421	0.553382	0.563072	0.724870	0.575179	0.647125	0.665856	0.590566
ENSMUSG00000015242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015243	4.054860	2.879383	2.482666	2.863441	4.915543	2.610756	4.046071	3.168597
ENSMUSG00000015247	0.912102	0.610849	1.167822	0.746591	1.117194	0.384654	1.093699	1.284046
ENSMUSG00000015289	6.829628	9.622804	6.333388	8.302295	7.033874	9.780835	7.783720	9.880470
ENSMUSG00000015290	15.755494	18.274807	17.477287	19.160963	17.937998	19.541176	18.219580	21.520403
ENSMUSG00000015291	11.290412	12.147831	12.322197	12.431484	12.583881	11.946753	13.552568	12.215661
ENSMUSG00000015305	3.492743	4.214492	4.359899	4.434947	2.350353	2.206707	3.058384	2.373316
ENSMUSG00000015312	3.138641	3.976120	5.672755	7.043140	17.460947	9.622787	14.102482	13.653772
ENSMUSG00000015314	0.032955	0.000000	0.0	0.014711	0.026754	0.000000	0.0	0.000000
ENSMUSG00000015316	0.012789	0.0	0.000000	0.000000	0.0	0.0	0.000000	0.000000
ENSMUSG00000015335	1.020939	0.456678	0.334268	0.715016	1.048276	0.667326	1.057403	0.471446
ENSMUSG00000015337	11.971766	13.335896	12.976698	12.158899	11.797903	10.924545	11.606490	11.527851
ENSMUSG00000015340	0.752501	0.624521	0.684071	0.586851	0.942609	0.612855	0.976510	0.177779
ENSMUSG00000015341	10.279840	12.580123	11.965391	10.975999	10.611042	11.275944	9.759659	9.359276
ENSMUSG00000015342	2.277945	2.040049	1.887133	1.854166	1.915977	2.181533	1.699713	1.724387
ENSMUSG00000015354	2.521064	1.370435	1.943312	2.032169	1.391524	1.125985	1.014298	0.512584
ENSMUSG00000015355	0.216490	0.136780	0.271271	0.423118	0.549352	0.359906	0.798611	0.071598
ENSMUSG00000015357	20.560862	25.232548	25.346905	24.680937	36.524479	24.999018	31.548338	25.533325
ENSMUSG00000015363	7.442774	7.676278	7.057885	8.077593	9.711107	9.063666	9.275959	10.814018
ENSMUSG00000015365	0.0	0.019737	0.0	0.0	0.019818	0.040533	0.038575	0.060353
ENSMUSG00000015377	1.925485	1.771041	1.896442	1.958112	2.224269	2.498108	2.520511	2.502732
ENSMUSG00000015396	0.391825	0.480517	0.364616	0.405377	0.259650	0.444100	0.133886	0.270161
ENSMUSG00000015401	0.0	0.000000	0.057440	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015405	0.389096	0.183427	0.233815	0.161383	0.022632	0.131530	0.000000	0.000000
ENSMUSG00000015437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015451	0.967734	0.573177	0.951712	1.829657	3.483549	1.047810	2.490633	0.700831
ENSMUSG00000015452	0.193749	0.000000	0.099807	0.000000	0.000000	0.0	0.038141	0.000000
ENSMUSG00000015461	1.671612	2.800658	2.067412	2.650226	2.143357	2.081823	2.228914	2.193038
ENSMUSG00000015467	0.579711	0.909637	0.811431	0.522245	0.792362	0.719592	0.602160	0.477726
ENSMUSG00000015468	3.095626	3.444932	2.236746	3.702435	2.344013	2.784160	2.213967	2.228253
ENSMUSG00000015474	10.474804	12.941645	11.525209	11.679351	11.644409	11.980540	11.676720	11.015272
ENSMUSG00000015476	0.294923	0.539561	0.061571	0.436434	0.000000	0.215131	0.110469	0.0
ENSMUSG00000015478	5.603860	5.269218	5.488391	6.008523	4.676939	6.388326	5.345759	6.124292
ENSMUSG00000015484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015488	9.411004	10.891396	10.876813	10.722333	12.461194	11.607607	11.892276	12.608049
ENSMUSG00000015501	15.209823	11.024847	9.773218	11.086513	7.728102	10.589675	10.843961	6.766297
ENSMUSG00000015519	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015522	15.050000	15.577841	16.178316	16.589605	18.237139	13.898787	18.247801	16.992289
ENSMUSG00000015533	0.380333	0.317361	0.350654	0.396764	0.195436	0.211978	0.219706	0.103241
ENSMUSG00000015536	11.736020	10.828153	15.123126	15.823830	11.640086	10.705811	12.445081	14.980830
ENSMUSG00000015542	5.424923	5.556719	5.234489	6.400803	6.731782	6.999208	6.596900	6.852830
ENSMUSG00000015568	181.721039	216.584412	170.257019	157.240021	199.508545	173.524094	158.751968	114.664459
ENSMUSG00000015575	5.783095	6.631165	6.153358	6.523061	4.980273	5.764360	6.009477	5.711181
ENSMUSG00000015579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015597	2.208143	2.247556	2.859093	2.064049	2.893013	2.557099	2.303955	2.732640
ENSMUSG00000015599	0.0	0.033967	0.011334	0.023737	0.000000	0.000000	0.0	0.018756
ENSMUSG00000015605	16.548725	17.452629	18.720148	17.878998	15.735994	18.262533	15.745614	15.488417
ENSMUSG00000015619	0.300427	0.088085	0.049632	0.130622	0.114499	0.091111	0.154508	0.219550
ENSMUSG00000015627	0.000000	0.000000	0.000000	0.0	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000015647	2.475294	3.137602	2.563060	2.902191	3.794878	4.214177	4.166781	3.980729
ENSMUSG00000015652	0.0	0.0	0.000000	0.0	0.000000	0.0	0.0	0.0
ENSMUSG00000015653	0.086641	0.077308	0.059967	0.097031	0.019317	0.023818	0.039500	0.000000
ENSMUSG00000015656	192.188065	221.813644	177.165680	184.951111	161.126266	181.478928	242.909409	178.528976
ENSMUSG00000015659	2.880317	2.751898	2.565442	2.742607	3.879138	2.982125	3.390701	2.754538
ENSMUSG00000015665	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015668	3.050030	3.752998	4.535774	3.783806	4.063042	4.319370	5.053245	3.526872
ENSMUSG00000015671	13.060298	14.251314	14.537641	15.919152	14.784868	13.323206	15.792637	15.537604
ENSMUSG00000015672	8.259907	7.324418	5.568136	5.433326	7.441862	6.433225	5.446233	5.361071
ENSMUSG00000015697	1.816317	2.431647	1.943687	2.156452	1.801376	1.966669	2.102775	1.714254
ENSMUSG00000015702	0.220696	0.000000	0.116892	0.158173	0.000000	0.000000	0.126447	0.100887
ENSMUSG00000015709	0.480443	0.632945	0.413447	0.700000	0.292618	0.388394	0.367503	0.162915
ENSMUSG00000015711	15.235716	18.868462	17.609612	17.954340	24.510433	17.835791	24.154644	16.688623
ENSMUSG00000015714	6.734734	9.260288	7.364955	7.993523	6.878058	6.441449	9.225454	8.902019
ENSMUSG00000015721	0.005669	0.0	0.016180	0.005697	0.0	0.0	0.0	0.0
ENSMUSG00000015733	106.984253	108.421379	116.503311	117.074608	108.781647	109.170639	113.046768	102.738533
ENSMUSG00000015745	3.354334	4.944063	3.426540	4.039347	4.071625	3.168235	5.166505	3.603811
ENSMUSG00000015747	2.886451	2.924057	2.587429	2.066166	2.717579	2.649973	3.097330	2.550857
ENSMUSG00000015748	4.394092	4.046383	4.888481	3.423954	4.061568	4.957599	4.433882	3.891475
ENSMUSG00000015749	24.202545	27.056038	25.936451	25.953382	24.733953	28.451441	29.461506	23.155418
ENSMUSG00000015750	6.670984	8.142084	7.628474	7.492368	7.871038	6.413566	6.835244	6.567764
ENSMUSG00000015755	34.899918	36.623688	38.267273	37.868694	37.506699	40.269249	37.756580	38.940723
ENSMUSG00000015757	4.490119	4.440660	4.449119	4.889673	4.781363	4.558165	6.271410	5.309331
ENSMUSG00000015759	25.988167	24.209267	24.026693	27.400463	23.686575	23.481781	24.605297	24.668079
ENSMUSG00000015766	1.544495	1.382703	1.384062	1.244876	1.395985	0.809609	1.323446	0.944719
ENSMUSG00000015776	2.919274	2.923475	2.979512	3.393509	2.841032	2.857961	3.012696	2.931357
ENSMUSG00000015787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000015790	9.521576	12.250872	12.606547	13.276193	12.705816	11.112047	12.017276	10.407744
ENSMUSG00000015804	4.301411	5.633898	4.229362	4.462492	5.011431	5.577060	4.242382	3.916981
ENSMUSG00000015806	18.333380	17.753757	19.793518	20.170015	15.734974	17.281725	16.747896	16.774487
ENSMUSG00000015812	0.789030	0.882999	0.483375	0.000000	0.841597	0.000000	0.000000	0.761858
ENSMUSG00000015829	0.0	0.0	0.0	0.0	0.003318	0.0	0.0	0.0
ENSMUSG00000015837	118.300468	124.402710	142.304871	124.665253	208.430466	149.571640	175.924896	156.634384
ENSMUSG00000015839	13.154120	10.681696	13.006854	13.140496	14.435205	12.760913	14.721677	12.539515
ENSMUSG00000015843	17.635139	22.996019	21.104803	19.552027	22.210886	22.638716	24.206280	22.144220
ENSMUSG00000015846	32.445969	36.979015	34.120079	33.832962	35.648029	34.714558	33.226452	32.590157
ENSMUSG00000015850	6.494914	4.589356	4.332669	4.959209	6.535398	5.709949	6.599093	5.319079
ENSMUSG00000015852	1.246180	0.737750	0.663103	0.708298	1.297043	0.451154	1.184910	0.237521
ENSMUSG00000015854	0.000000	0.0	0.000000	0.0	0.240919	0.0	0.750531	0.0
ENSMUSG00000015869	4.002748	5.231356	4.623674	4.695666	4.278606	4.842650	5.039207	5.150891
ENSMUSG00000015879	0.718379	0.971467	0.865880	0.837443	1.028334	0.797703	1.140505	1.497651
ENSMUSG00000015880	0.023375	0.091623	0.000000	0.091800	0.000000	0.000000	0.077368	0.031745
ENSMUSG00000015882	1.376382	1.875385	1.823850	2.138945	1.805551	1.624058	1.596117	1.562586
ENSMUSG00000015889	7.154251	7.748426	7.928852	6.730589	6.596564	8.687529	7.677100	6.728352
ENSMUSG00000015890	0.095680	0.115825	0.066098	0.000000	0.0	0.0	0.000000	0.0
ENSMUSG00000015932	10.523980	10.704869	10.901002	12.392604	7.978419	8.508834	10.044560	8.398682
ENSMUSG00000015937	20.985254	23.311146	23.055363	23.958790	22.703934	23.955418	22.431553	20.353601
ENSMUSG00000015942	1.926834	1.742426	2.164176	1.707541	2.174470	2.228002	2.208616	1.966990
ENSMUSG00000015943	5.621315	4.715641	6.599732	6.615654	6.097925	7.330048	8.614346	5.772130
ENSMUSG00000015944	11.990480	12.076801	12.719864	12.207593	14.889793	11.581377	12.637127	10.544008
ENSMUSG00000015947	0.111703	0.106877	0.251815	0.174110	0.407858	0.049184	0.347737	0.092246
ENSMUSG00000015950	0.679221	0.398220	0.543872	0.429834	1.211396	0.269614	0.748116	0.202731
ENSMUSG00000015957	1.643836	2.659844	1.668836	3.294773	1.261866	2.183578	2.080986	1.045707
ENSMUSG00000015961	3.101249	5.295306	3.933017	5.147185	4.043460	3.796737	4.446617	3.997108
ENSMUSG00000015962	0.000000	0.261316	0.000000	0.0	0.000000	0.0	0.0	0.000000
ENSMUSG00000015966	0.079054	0.223112	0.072719	0.287886	0.209799	0.097962	0.000000	0.170784
ENSMUSG00000015968	0.083291	0.040757	0.058178	0.074049	0.157470	0.034918	0.170803	0.068333
ENSMUSG00000015970	0.150997	0.311238	0.135490	0.146678	0.124255	0.066116	0.080157	0.044686
ENSMUSG00000015971	9.722800	10.298970	10.682775	10.427679	12.384068	10.018085	11.318243	11.499839
ENSMUSG00000015980	0.335775	0.226371	0.294968	0.527918	0.000000	0.209204	0.227254	0.204746
ENSMUSG00000015981	0.127279	0.138038	0.108500	0.000000	0.000000	0.000000	0.000000	0.000000
ENSMUSG00000015994	24.861645	25.959299	27.445663	28.251915	27.742447	27.117514	29.767982	28.753027
ENSMUSG00000016018	10.857512	11.545105	12.966702	12.054743	12.302475	10.622443	12.725728	13.000726
ENSMUSG00000016024	4.365382	3.324590	3.997647	4.282323	12.414194	4.198571	9.894341	4.254392
ENSMUSG00000016028	0.104644	0.035710	0.124804	0.057827	0.000000	0.000000	0.016906	0.026844
ENSMUSG00000016087	2.873225	3.293739	2.981129	4.173358	3.385337	4.620194	4.615128	3.666227
ENSMUSG00000016128	1.662296	1.790719	1.752490	1.953715	1.256168	1.613266	1.234457	1.158880
ENSMUSG00000016150	0.006359	0.0	0.0	0.0	0.0	0.000000	0.000000	0.0
ENSMUSG00000016179	0.105002	0.191103	0.189085	0.115668	0.097260	0.088441	0.067064	0.339235
ENSMUSG00000016181	1.890274	1.890728	2.032877	1.385641	1.444074	1.908958	1.628821	1.116974
ENSMUSG00000016194	1.912274	2.772657	2.588752	1.683561	2.583036	1.337134	4.224471	1.684554
ENSMUSG00000016200	0.091483	0.061022	0.115139	0.000000	0.043758	0.064058	0.034433	0.0
ENSMUSG00000016206	0.580233	0.620619	0.692423	1.048249	0.934642	0.978442	0.952760	0.293241
ENSMUSG00000016239	0.216378	0.333486	0.000000	0.167920	0.078816	0.145700	0.138303	0.235352
ENSMUSG00000016252	251.173721	295.390442	290.123108	284.860718	290.614960	306.092651	292.142181	311.071930
ENSMUSG00000016253	5.741312	6.179146	5.479760	5.376834	5.087393	5.883487	6.182116	5.828272
ENSMUSG00000016255	0.0	0.0	0.000000	0.177428	0.058255	0.0	0.000000	0.000000
ENSMUSG00000016256	9.291262	10.294758	10.595040	11.357766	12.357396	9.819489	12.527202	8.187610
ENSMUSG00000016257	20.582811	24.790882	22.719751	21.632910	16.663862	17.815678	19.948437	17.088606
ENSMUSG00000016262	1.267825	0.908302	1.156918	1.466482	0.486773	0.502670	1.237519	0.553330
ENSMUSG00000016283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000016308	12.128152	12.523186	13.619006	11.015217	10.723243	12.698009	13.602394	12.781149
ENSMUSG00000016319	17.139109	21.759113	17.924955	18.212570	13.294817	13.328928	14.538982	13.740622
